date,corridor,avg_tone,article_volume_pct,conflict_keyword_volume_pct,source
2026-04-02,hormuz,-2.837881513471052,15.753424657534246,0.0,bigquery_historical
2026-04-03,hormuz,-3.263745407774783,4.10958904109589,0.0,bigquery_historical
2026-04-04,hormuz,-5.522910006780975,1.36986301369863,0.0,bigquery_historical
2026-04-05,hormuz,-2.23820943245404,0.684931506849315,0.0,bigquery_historical
2026-04-06,hormuz,-3.730415880567635,1.36986301369863,10.833333333333334,bigquery_historical
2026-04-08,hormuz,-7.14285714285714,0.684931506849315,0.0,bigquery_historical
2026-04-09,hormuz,-2.123536632687665,2.054794520547945,0.0,bigquery_historical
2026-04-10,hormuz,-3.5110564206058337,3.4246575342465753,0.0,bigquery_historical
2026-04-11,hormuz,-2.588371467351853,21.232876712328768,30.0,bigquery_historical
2026-04-13,hormuz,-4.66925189045512,2.73972602739726,0.0,bigquery_historical
2026-04-14,hormuz,-4.36890312556563,2.054794520547945,0.0,bigquery_historical
2026-04-15,hormuz,-3.744279176201375,1.36986301369863,0.0,bigquery_historical
2026-04-17,hormuz,-4.80427046263345,0.684931506849315,0.0,bigquery_historical
2026-04-18,hormuz,-4.28571428571428,0.684931506849315,0.0,bigquery_historical
2026-04-19,hormuz,-5.0017044706948735,4.10958904109589,0.0,bigquery_historical
2026-04-20,hormuz,-2.3646745531827698,1.36986301369863,0.0,bigquery_historical
2026-04-21,hormuz,-3.5182267716546307,2.73972602739726,0.0,bigquery_historical
2026-04-22,hormuz,-2.736334984140332,4.10958904109589,0.0,bigquery_historical
2026-04-23,hormuz,-5.495734278200952,2.73972602739726,0.0,bigquery_historical
2026-04-25,hormuz,-4.178514822802186,37.67123287671233,0.0,bigquery_historical
2026-04-26,hormuz,-4.16666666666667,0.684931506849315,0.0,bigquery_historical
2026-04-27,hormuz,-2.14477211796247,0.684931506849315,0.0,bigquery_historical
2026-04-28,hormuz,-1.308264985497537,3.4246575342465753,0.0,bigquery_historical
2026-04-29,hormuz,-1.89873417721519,0.684931506849315,0.0,bigquery_historical
2026-04-30,hormuz,-3.92817059483726,0.684931506849315,0.0,bigquery_historical
2026-05-02,hormuz,-0.5179445385778605,3.4246575342465753,0.0,bigquery_historical
2026-05-03,hormuz,4.23728813559322,0.684931506849315,0.0,bigquery_historical
2026-05-04,hormuz,-3.786424924345985,1.36986301369863,0.0,bigquery_historical
2026-05-05,hormuz,-1.7494299682413177,2.73972602739726,65.83333333333333,bigquery_historical
2026-05-07,hormuz,-2.8775629578721027,2.73972602739726,0.0,bigquery_historical
2026-05-08,hormuz,-4.21216848673947,0.684931506849315,0.0,bigquery_historical
2026-05-09,hormuz,-1.2262981717712615,1.36986301369863,0.0,bigquery_historical
2026-05-10,hormuz,-3.8630377524144,0.684931506849315,0.0,bigquery_historical
2026-05-11,hormuz,-4.211219380020593,2.73972602739726,0.0,bigquery_historical
2026-05-12,hormuz,-4.724358112314657,4.10958904109589,0.0,bigquery_historical
2026-05-13,hormuz,-2.35432607416127,0.684931506849315,0.0,bigquery_historical
2026-05-14,hormuz,-0.206185567010309,0.684931506849315,0.0,bigquery_historical
2026-05-15,hormuz,-7.77262180974478,1.36986301369863,0.0,bigquery_historical
2026-05-17,hormuz,-3.052580853799765,1.36986301369863,0.0,bigquery_historical
2026-05-18,hormuz,-5.729581834241765,1.36986301369863,0.0,bigquery_historical
2026-05-19,hormuz,-3.9710040963110567,2.054794520547945,0.0,bigquery_historical
2026-05-21,hormuz,-3.85321100917431,0.684931506849315,0.0,bigquery_historical
2026-05-22,hormuz,-3.0990681597019103,2.054794520547945,0.0,bigquery_historical
2026-05-23,hormuz,-1.75298804780877,0.684931506849315,0.0,bigquery_historical
2026-05-24,hormuz,-0.9589340323285298,1.36986301369863,0.0,bigquery_historical
2026-05-25,hormuz,-2.9336693113185497,1.36986301369863,0.0,bigquery_historical
2026-05-27,hormuz,-3.14430095451993,0.684931506849315,0.0,bigquery_historical
2026-06-01,hormuz,-3.185432391522415,5.47945205479452,0.0,bigquery_historical
2026-06-02,hormuz,-2.78481012658228,1.36986301369863,0.0,bigquery_historical
2026-06-15,hormuz,-1.5752459181194198,2.054794520547945,0.0,bigquery_historical
2026-06-16,hormuz,-1.508033843758903,2.054794520547945,0.0,bigquery_historical
2026-06-18,hormuz,-0.26246719160105,0.684931506849315,0.0,bigquery_historical
2026-06-19,hormuz,-3.18640467339352,0.684931506849315,0.0,bigquery_historical
2026-06-24,hormuz,-1.53838885294994,1.36986301369863,0.0,bigquery_historical
2026-06-26,hormuz,-4.407755460493105,1.36986301369863,16.666666666666664,bigquery_historical
2026-06-29,hormuz,-2.36266981689309,0.684931506849315,0.0,bigquery_historical
2026-06-30,hormuz,-1.84080449974433,0.684931506849315,0.0,bigquery_historical
2026-07-01,hormuz,-1.17647058823529,0.684931506849315,0.0,bigquery_historical
2026-07-05,hormuz,-1.96592398427261,0.684931506849315,0.0,bigquery_historical
2026-07-07,hormuz,-2.043557721652926,3.4246575342465753,0.0,bigquery_historical
2026-07-08,hormuz,-3.348802210754165,4.10958904109589,0.0,bigquery_historical
2026-07-09,hormuz,-3.5815309681780367,2.054794520547945,0.0,bigquery_historical
2026-07-10,hormuz,-4.36241610738255,0.684931506849315,0.0,bigquery_historical
2026-07-11,hormuz,-2.83505154639175,0.684931506849315,0.0,bigquery_historical
2026-07-13,hormuz,-0.505050505050505,0.684931506849315,0.0,bigquery_historical
2026-07-15,hormuz,-4.0510591445530135,2.054794520547945,78.66666666666667,bigquery_historical
2026-07-16,hormuz,-0.0333436065414726,10.273972602739725,0.0,bigquery_historical
2026-07-17,hormuz,-2.645246280733261,1.36986301369863,0.0,bigquery_historical
2026-07-18,hormuz,-4.17900027632868,1.36986301369863,16.666666666666664,bigquery_historical
2026-07-20,hormuz,-1.25490196078431,0.684931506849315,0.0,bigquery_historical
2026-07-21,hormuz,-5.160694134317925,1.36986301369863,50.0,bigquery_historical
2026-07-22,hormuz,-2.604502063275513,2.054794520547945,100.0,bigquery_historical
2026-07-24,hormuz,-4.17972831765935,2.054794520547945,16.666666666666664,bigquery_historical
2026-07-26,hormuz,-0.130718954248366,0.684931506849315,0.0,bigquery_historical
2026-07-27,hormuz,-4.80332829046899,0.684931506849315,0.0,bigquery_historical
2026-07-28,hormuz,-2.00729927007299,0.684931506849315,0.0,bigquery_historical
2026-07-29,hormuz,-3.0655737704918,0.684931506849315,0.0,bigquery_historical
2026-08-02,hormuz,-2.97297297297297,0.684931506849315,0.0,bigquery_historical
2026-08-03,hormuz,-4.00890868596882,0.684931506849315,33.33333333333333,bigquery_historical
2026-08-05,hormuz,-2.28571428571429,1.36986301369863,0.0,bigquery_historical
2026-08-08,hormuz,-1.83206106870229,0.684931506849315,0.0,bigquery_historical
2026-08-11,hormuz,-2.71066588096641,0.684931506849315,24.166666666666668,bigquery_historical
2026-08-16,hormuz,0.0,0.0,0.0,doc_api_live
2026-08-17,hormuz,0.0,0.0,0.0,doc_api_live
2026-08-18,hormuz,0.0,0.0,0.0,doc_api_live
2026-08-19,hormuz,0.0,0.0,0.0,doc_api_live
2026-08-20,hormuz,-10.0,1.0,1.0,doc_api_live
2026-08-21,hormuz,0.0,0.0,0.0,doc_api_live
2026-08-22,hormuz,0.0,0.0,0.0,doc_api_live
2026-08-23,hormuz,0.0,0.0,0.0,doc_api_live
2026-08-16,iran_supply,0.0,0.0,0.0,doc_api_live
2026-08-17,iran_supply,0.0,0.0,0.0,doc_api_live
2026-08-18,iran_supply,0.0,0.0,0.0,doc_api_live
2026-08-19,iran_supply,0.0,0.0,0.0,doc_api_live
2026-08-20,iran_supply,0.0,0.0,0.0,doc_api_live
2026-08-21,iran_supply,0.0,0.0,0.0,doc_api_live
2026-08-22,iran_supply,0.0,0.0,0.0,doc_api_live
2026-08-23,iran_supply,0.0,0.0,0.0,doc_api_live
2023-09-01,red_sea,-0.1491440446826681,1.1893203883495145,0.09046021635068412,bigquery_historical
2023-09-02,red_sea,0.0787591126348968,0.7766990291262136,0.12563918937595017,bigquery_historical
2023-09-03,red_sea,0.5865319288481324,0.9061488673139159,0.5025567575038007,bigquery_historical
2023-09-04,red_sea,-0.1224553219295194,1.3592233009708738,0.12563918937595017,bigquery_historical
2023-09-05,red_sea,-0.774289302856968,1.3268608414239482,0.4296860276657496,bigquery_historical
2023-09-06,red_sea,0.5389183738768106,1.302588996763754,0.1532798110386592,bigquery_historical
2023-09-07,red_sea,0.8489353470468199,1.116504854368932,0.0,bigquery_historical
2023-09-08,red_sea,2.275331713080817,1.5857605177993526,0.0,bigquery_historical
2023-09-09,red_sea,2.4591021554791017,1.529126213592233,0.12563918937595017,bigquery_historical
2023-09-10,red_sea,1.7323033836312054,1.6181229773462782,0.2160994057266343,bigquery_historical
2023-09-11,red_sea,1.5782328232980165,1.690938511326861,0.25127837875190034,bigquery_historical
2023-09-12,red_sea,0.5991847542297207,1.1488673139158576,0.25127837875190034,bigquery_historical
2023-09-13,red_sea,-0.4862645276846905,2.6537216828478964,0.08166547309436761,bigquery_historical
2023-09-14,red_sea,-0.1027454087549968,1.8042071197411005,0.741271217318106,bigquery_historical
2023-09-15,red_sea,-0.7297464905555526,1.1731391585760518,0.2160994057266343,bigquery_historical
2023-09-16,red_sea,-1.512669870183433,0.9223300970873786,0.3668664329777745,bigquery_historical
2023-09-17,red_sea,-2.0081879500784,1.0679611650485437,0.2889701355646854,bigquery_historical
2023-09-18,red_sea,0.4262582661168947,1.3349514563106795,0.6281959468797509,bigquery_historical
2023-09-19,red_sea,0.3507437287644873,1.343042071197411,1.7777945296696949,bigquery_historical
2023-09-20,red_sea,0.8028945901546518,1.1812297734627832,0.5653763521917758,bigquery_historical
2023-09-21,red_sea,1.8571892369895888,1.3349514563106795,0.4422499466033446,bigquery_historical
2023-09-22,red_sea,1.2145262253995008,1.3106796116504855,0.11307527043835515,bigquery_historical
2023-09-23,red_sea,2.119557246093941,0.9466019417475728,0.0,bigquery_historical
2023-09-24,red_sea,0.4045889953789194,1.2135922330097086,0.0,bigquery_historical
2023-09-25,red_sea,1.3189522055263634,1.4644012944983817,0.0,bigquery_historical
2023-09-26,red_sea,1.1236824211389058,1.4644012944983817,0.0,bigquery_historical
2023-09-27,red_sea,-0.3844855245649493,1.5048543689320388,0.34550777078386297,bigquery_historical
2023-09-28,red_sea,1.2719091973001553,1.3592233009708738,0.25127837875190034,bigquery_historical
2023-09-29,red_sea,1.167684368424156,1.051779935275081,0.12563918937595017,bigquery_historical
2023-09-30,red_sea,0.7456368058566557,0.6553398058252428,0.25127837875190034,bigquery_historical
2023-10-01,red_sea,1.5777576638951167,0.9385113268608414,0.0,bigquery_historical
2023-10-02,red_sea,1.462452796148358,1.1569579288025889,0.12563918937595017,bigquery_historical
2023-10-03,red_sea,1.3573328187153455,1.1003236245954693,0.0,bigquery_historical
2023-10-04,red_sea,0.4282898668167242,1.5129449838187703,0.9234480419132338,bigquery_historical
2023-10-05,red_sea,0.0542728546363328,1.2135922330097086,0.6281959468797509,bigquery_historical
2023-10-06,red_sea,0.3092705991054303,0.8656957928802589,0.0,bigquery_historical
2023-10-07,red_sea,0.510783557458867,1.0679611650485437,0.12563918937595017,bigquery_historical
2023-10-08,red_sea,-1.0799818025490475,1.5533980582524272,0.25127837875190034,bigquery_historical
2023-10-09,red_sea,-1.239916067238473,2.20873786407767,0.4548138655409396,bigquery_historical
2023-10-10,red_sea,-0.107065362555531,1.7637540453074432,1.0817534205269308,bigquery_historical
2023-10-11,red_sea,0.7903662499893026,1.051779935275081,0.12563918937595017,bigquery_historical
2023-10-12,red_sea,-0.0480996909919578,1.7233009708737863,0.9799856771324114,bigquery_historical
2023-10-13,red_sea,0.8695973999283666,1.302588996763754,0.728707298380511,bigquery_historical
2023-10-14,red_sea,1.7279398670664026,1.3592233009708738,0.0,bigquery_historical
2023-10-15,red_sea,-2.1179375265359432,1.8932038834951457,0.0,bigquery_historical
2023-10-16,red_sea,-0.3959876684788469,1.5129449838187703,0.5025567575038007,bigquery_historical
2023-10-17,red_sea,-0.0963504543351866,2.5970873786407767,1.0930609475707664,bigquery_historical
2023-10-18,red_sea,-0.4582133042405257,2.467637540453074,1.9474074353272277,bigquery_historical
2023-10-19,red_sea,-2.563407566271939,3.454692556634304,3.3394896536127554,bigquery_historical
2023-10-20,red_sea,-4.221875977592036,6.933656957928802,10.477052002060484,bigquery_historical
2023-10-21,red_sea,-2.9269827986699406,2.0145631067961167,3.7628937218097076,bigquery_historical
2023-10-22,red_sea,-2.4688996649628288,2.621359223300971,2.917341977309563,bigquery_historical
2023-10-23,red_sea,-2.122071025868061,3.2443365695792883,5.304486575452616,bigquery_historical
2023-10-24,red_sea,-1.9428686071019627,4.093851132686084,1.1684444611963365,bigquery_historical
2023-10-25,red_sea,-2.0317860914315906,2.2896440129449838,0.5653763521917758,bigquery_historical
2023-10-26,red_sea,-2.3414774082060554,1.8851132686084144,1.2450843667156661,bigquery_historical
2023-10-27,red_sea,-5.095567654993532,10.016181229773464,7.150126267385323,bigquery_historical
2023-10-28,red_sea,-3.714003993030909,2.9045307443365695,1.8494088676139866,bigquery_historical
2023-10-29,red_sea,-1.85138735228186,1.6181229773462782,0.8669104066940561,bigquery_historical
2023-10-30,red_sea,-2.3497969690636293,3.090614886731392,0.8003216363248026,bigquery_historical
2023-10-31,red_sea,-4.842338997889034,9.611650485436893,7.511967132788061,bigquery_historical
2023-11-01,red_sea,-4.4346273309087465,10.396440129449838,13.391881195582531,bigquery_historical
2023-11-02,red_sea,-2.843772038014704,2.7265372168284787,1.786589272926011,bigquery_historical
2023-11-03,red_sea,-0.9981327336901455,2.5485436893203883,0.3894814870654455,bigquery_historical
2023-11-04,red_sea,-1.5029869677485923,1.3106796116504855,0.5025567575038007,bigquery_historical
2023-11-05,red_sea,-0.5710839840241138,1.3996763754045307,0.8794743256316512,bigquery_historical
2023-11-06,red_sea,-1.3665434126135092,2.8802588996763756,1.4448506778234271,bigquery_historical
2023-11-07,red_sea,-2.8453344930424795,2.912621359223301,1.051600015076703,bigquery_historical
2023-11-08,red_sea,-1.3272686703792769,1.8689320388349515,0.9988315555388039,bigquery_historical
2023-11-09,red_sea,-2.833536066032985,3.4627831715210355,3.8948148706544554,bigquery_historical
2023-11-10,red_sea,-3.557452611183908,6.610032362459547,3.418642342919605,bigquery_historical
2023-11-11,red_sea,-2.4652793284336267,2.119741100323625,0.6281959468797509,bigquery_historical
2023-11-12,red_sea,-1.325131914795676,1.901294498381877,0.8669104066940561,bigquery_historical
2023-11-13,red_sea,-0.7283315618351524,2.0064724919093853,0.5553252170416998,bigquery_historical
2023-11-14,red_sea,-1.9161721676890429,2.1601941747572817,2.3808626386742557,bigquery_historical
2023-11-15,red_sea,-3.1535507825622453,3.77831715210356,4.976568291181387,bigquery_historical
2023-11-16,red_sea,-1.6392112125193714,2.338187702265372,4.394858844370737,bigquery_historical
2023-11-17,red_sea,-0.5704185008089062,1.4967637540453074,2.0102270300152028,bigquery_historical
2023-11-18,red_sea,-0.1237898073429062,0.9061488673139159,0.753835136255701,bigquery_historical
2023-11-19,red_sea,-3.4814494799588123,8.220064724919093,4.610958250097371,bigquery_historical
2023-11-20,red_sea,-4.320628866828558,10.809061488673139,8.186649579736914,bigquery_historical
2023-11-21,red_sea,-3.551055436710076,5.849514563106796,4.530549168896764,bigquery_historical
2023-11-22,red_sea,-2.992353765232993,3.5355987055016183,3.37969419421306,bigquery_historical
2023-11-23,red_sea,-4.2445888369778855,5.558252427184466,9.811164298367949,bigquery_historical
2023-11-24,red_sea,-1.330476096745328,1.7880258899676376,2.3620167602678634,bigquery_historical
2023-11-25,red_sea,-4.386819658805376,4.878640776699029,0.9448067041071453,bigquery_historical
2023-11-26,red_sea,-3.773577241699673,4.377022653721683,2.7263704094581187,bigquery_historical
2023-11-27,red_sea,-3.3383257460603644,5.9627831715210355,4.877313331574386,bigquery_historical
2023-11-28,red_sea,-1.310062765494593,2.4514563106796117,1.8066915432261637,bigquery_historical
2023-11-29,red_sea,-1.5929678389931674,3.3171521035598706,3.4048220320882496,bigquery_historical
2023-11-30,red_sea,-2.407008840640418,5.048543689320388,6.057065319814558,bigquery_historical
2023-12-01,red_sea,-0.4659009068608096,2.483818770226537,1.8845878406392527,bigquery_historical
2023-12-02,red_sea,0.4710263384183359,1.407766990291262,0.3769175681278505,bigquery_historical
2023-12-03,red_sea,-5.307442543267122,14.101941747572816,24.624024725792477,bigquery_historical
2023-12-04,red_sea,-4.766613620234516,20.92233009708738,30.5516816805498,bigquery_historical
2023-12-05,red_sea,-2.784556423926992,7.90453074433657,11.795007098614201,bigquery_historical
2023-12-06,red_sea,-3.232199946782043,5.679611650485437,9.1301998919503,bigquery_historical
2023-12-07,red_sea,-2.851049651083656,5.493527508090615,7.572273943688517,bigquery_historical
2023-12-08,red_sea,-1.990361158269022,3.8592233009708736,3.053032301835589,bigquery_historical
2023-12-09,red_sea,-3.0897895743940658,3.4061488673139158,2.9776487882100193,bigquery_historical
2023-12-10,red_sea,-5.016106792521316,7.750809061488672,10.068724636588646,bigquery_historical
2023-12-11,red_sea,-3.0794969668694634,4.498381877022654,7.519505484150618,bigquery_historical
2023-12-12,red_sea,-4.15012766024523,12.38673139158576,12.27997436960537,bigquery_historical
2023-12-13,red_sea,-3.843034094283927,7.5,11.789981531039164,bigquery_historical
2023-12-14,red_sea,-3.194667556948245,7.702265372168285,8.686693553453196,bigquery_historical
2023-12-15,red_sea,-4.433103857896758,17.936893203883493,19.607251894010787,bigquery_historical
2023-12-16,red_sea,-4.6133739966002265,15.137540453074433,35.447840890530586,bigquery_historical
2023-12-17,red_sea,-4.359815134616024,10.881877022653722,25.948261781814992,bigquery_historical
2023-12-18,red_sea,-3.546515989824241,26.957928802589,31.71761335795862,bigquery_historical
2023-12-19,red_sea,-3.226210321388807,42.297734627831716,46.06937796037341,bigquery_historical
2023-12-20,red_sea,-2.9904119167641108,26.46440129449838,24.208159008958084,bigquery_historical
2023-12-21,red_sea,-2.563577746994205,22.208737864077673,16.18358398351614,bigquery_historical
2023-12-22,red_sea,-2.622277103905698,18.220064724919094,21.238048572110618,bigquery_historical
2023-12-23,red_sea,-3.3095366567042404,14.207119741100325,15.815461158644606,bigquery_historical
2023-12-24,red_sea,-3.8863078045774713,15.299352750809062,30.539117761612207,bigquery_historical
2023-12-25,red_sea,-2.8496680127732827,11.092233009708737,17.189953890417502,bigquery_historical
2023-12-26,red_sea,-4.98834085825726,27.710355987055017,20.999334112296314,bigquery_historical
2023-12-27,red_sea,-3.514748266268395,20.74433656957929,28.683426934529425,bigquery_historical
2023-12-28,red_sea,-3.097117781523823,14.587378640776699,13.374291709069897,bigquery_historical
2023-12-29,red_sea,-3.3859218526076327,15.639158576051779,15.679770834118582,bigquery_historical
2023-12-30,red_sea,-2.972175150130416,6.990291262135923,11.137914138177983,bigquery_historical
2023-12-31,red_sea,-4.879807400222678,24.433656957928804,46.2779390147375,bigquery_historical
2024-01-01,red_sea,-4.069057050252755,17.686084142394822,36.136343648310785,bigquery_historical
2024-01-02,red_sea,-3.327974751917216,21.763754045307444,29.2613672056588,bigquery_historical
2024-01-03,red_sea,-3.9057291372757352,21.74757281553398,27.154397999824116,bigquery_historical
2024-01-04,red_sea,-4.282518521225326,27.20873786407767,25.400474916135845,bigquery_historical
2024-01-05,red_sea,-3.842023881255449,20.10517799352751,21.81598884323999,bigquery_historical
2024-01-06,red_sea,-4.104729745729615,20.841423948220065,10.56625582651741,bigquery_historical
2024-01-07,red_sea,-2.8064526081185512,13.017799352750808,9.039739675599614,bigquery_historical
2024-01-08,red_sea,-3.138538604203485,18.31715210355987,13.758747628560302,bigquery_historical
2024-01-09,red_sea,-2.9180202896343226,14.36893203883495,13.67456937167842,bigquery_historical
2024-01-10,red_sea,-4.396777451298546,26.245954692556634,34.18767982108981,bigquery_historical
2024-01-11,red_sea,-3.700869651631053,28.932038834951456,35.06841053861521,bigquery_historical
2024-01-12,red_sea,-4.535857939455057,100.0,100.0,bigquery_historical
2024-01-13,red_sea,-4.884084435860542,49.749190938511326,40.13920822182857,bigquery_historical
2024-01-14,red_sea,-3.98166789235773,23.268608414239484,20.139962056964812,bigquery_historical
2024-01-15,red_sea,-3.720987965964821,43.01779935275081,53.999723593783386,bigquery_historical
2024-01-16,red_sea,-3.8128634262938337,47.22491909385113,42.08661565715579,bigquery_historical
2024-01-17,red_sea,-4.185265863541274,45.55016181229774,31.414822911562585,bigquery_historical
2024-01-18,red_sea,-3.962561783103117,41.715210355987054,41.16191122334879,bigquery_historical
2024-01-19,red_sea,-3.779828216854313,31.359223300970875,34.07209176686393,bigquery_historical
2024-01-20,red_sea,-4.593568041926606,21.16504854368932,13.636877614865634,bigquery_historical
2024-01-21,red_sea,-3.229285976918216,14.288025889967637,12.283743545286649,bigquery_historical
2024-01-22,red_sea,-3.2217234228682363,29.862459546925567,14.978704157400777,bigquery_historical
2024-01-23,red_sea,-3.7463890066380543,34.943365695792885,28.57537723166611,bigquery_historical
2024-01-24,red_sea,-3.202015823982721,24.733009708737864,22.932921236792183,bigquery_historical
2024-01-25,red_sea,-2.9725455329166746,17.338187702265373,22.253213222268293,bigquery_historical
2024-01-26,red_sea,-3.4823853314152093,22.38673139158576,17.850816026535,bigquery_historical
2024-01-27,red_sea,-3.5098712686967164,19.983818770226538,21.078486801603162,bigquery_historical
2024-01-28,red_sea,-4.217439445229949,15.18608414239482,14.881961981581298,bigquery_historical
2024-01-29,red_sea,-4.336099075985889,25.631067961165048,15.408390185066532,bigquery_historical
2024-01-30,red_sea,-3.649699205596564,21.92556634304207,16.130815523978242,bigquery_historical
2024-01-31,red_sea,-3.0871651170662777,27.071197411003233,31.772894601284047,bigquery_historical
2024-02-01,red_sea,-3.5067744228104525,27.52427184466019,27.65192918975287,bigquery_historical
2024-02-02,red_sea,-3.298516547291489,18.754045307443366,17.33066978251857,bigquery_historical
2024-02-03,red_sea,-4.33582750222584,20.946601941747574,17.41861721508173,bigquery_historical
2024-02-04,red_sea,-4.26782405589929,29.92718446601942,27.46598318947647,bigquery_historical
2024-02-05,red_sea,-3.355533752925857,28.179611650485437,13.978616209968214,bigquery_historical
2024-02-06,red_sea,-3.594805280278285,22.17637540453074,22.339904262937697,bigquery_historical
2024-02-07,red_sea,-3.2805935962294583,16.33495145631068,16.94872664681568,bigquery_historical
2024-02-08,red_sea,-2.5046792927862134,16.092233009708735,11.84023720678955,bigquery_historical
2024-02-09,red_sea,-2.3694227293923635,13.179611650485437,8.307263201537825,bigquery_historical
2024-02-10,red_sea,-2.261579234875091,7.6456310679611645,4.16116995213147,bigquery_historical
2024-02-11,red_sea,-2.7014674753199293,6.949838187702265,4.804442601736334,bigquery_historical
2024-02-12,red_sea,-2.7511549778059843,13.745954692556634,12.924503411103993,bigquery_historical
2024-02-13,red_sea,-2.4359025072092555,9.741100323624595,7.323508348724135,bigquery_historical
2024-02-14,red_sea,-2.430957343856413,8.988673139158577,7.412712173181061,bigquery_historical
2024-02-15,red_sea,-2.5331831719931057,12.702265372168284,11.145452489540538,bigquery_historical
2024-02-16,red_sea,-2.3949580590839554,8.794498381877021,10.13280062317038,bigquery_historical
2024-02-17,red_sea,-2.323774541138003,8.276699029126213,10.458206123654092,bigquery_historical
2024-02-18,red_sea,-2.889483492262471,6.067961165048544,7.99190883620419,bigquery_historical
2024-02-19,red_sea,-3.036657816619225,18.98867313915858,19.825864083524937,bigquery_historical
2024-02-20,red_sea,-2.5245948452886675,16.027508090614887,15.938587564233037,bigquery_historical
2024-02-21,red_sea,-2.719197224409732,14.255663430420713,14.57414596761022,bigquery_historical
2024-02-22,red_sea,-3.0012837802765,15.93851132686084,17.059289133466514,bigquery_historical
2024-02-23,red_sea,-2.712706944980289,11.828478964401294,14.30276531855817,bigquery_historical
2024-02-24,red_sea,-3.763291602014641,8.446601941747572,13.286344276506732,bigquery_historical
